GEOID,COUNTYFP,TRACTCE,AREA,EJ_Community,SFS_Count,FSF_Count,Threat,EPA_FSF_Count,White_PCT,Black_PCT,HISPLA_PCT,Asian_PCT,LOWINCPCT,LINGISOPCT,LESSHSPCT,PRE1960PCT,PM25,OZONE,NO2,RSEI_AIR,PRMP,PWDIS,PTRAF,UST,PTSDF,ALAND,AWATER,CALC_SQ_MI,ACSTOTPOP,ACSIPOVBAS,ACSEDUCBAS,ACSTOTHH,ACSTOTHU,ACSUNEMPBAS,ACSDISABBAS,DEMOGIDX_2,DEMOGIDX_5,PEOPCOLOR,PEOPCOLORPCT,LOWINCOME,UNEMPLOYED,UNEMPPCT,DISABILITY,DISABILITYPCT,LINGISO,LESSHS,UNDER5,UNDER5PCT,OVER64,OVER64PCT,LIFEEXPPCT,DSLPM,PNPL,PRE1960,DWATER,AREALAND,AREAWATER,NPL_CNT,TSDF_CNT,EXCEED_COUNT_80_SUP,TL_GEO_ID,Total_ACS,White,Black,Asian,HISPLA,Shape_Length,Shape_Area
36059301101,059,301101,12400000.000000000000000,2,3,0,0,0,0.582912397171309,0.015298022802713,0.325155145042575,0.100736036946168,0.300909222109973,0.067946824224520,0.061120196238757,0.203195554011810,7.794165846994540,68.451960000000000,12.860572169607163,131.375721676236310,0.000000000000000,1171.413977776383945,1702020.731323800748214,0.465574549751483,2.287378699143594,1215967.000000000000000,428449.000000000000000,446.637468389582011,6929,6929,4892,2708,2879,3746,6929,1.568342304625404,1.100018409191873,3138,0.452879203348246,2085,124,0.033101975440470,500,0.072160484918459,184,299,286,0.041275797373358,1181,0.170443065377399,0.145641025641026,0.334427975505584,0.908822693231083,585.000000000000000,0.000000000000000,1215967.000000000000000,428449.000000000000000,0,0,0,0,6929,4039,106,698,2253,0.060933683638030,0.000175574964000
36059301102,059,301102,19520000.000000000000000,0,0,0,0,0,0.779191919191919,0.025656565656566,0.038181818181818,0.154343434343434,0.093503339404979,0.001974333662389,0.012128212532486,0.262008733624454,7.784337431693990,68.575950000000006,12.509423689673635,86.607784370200761,0.000000000000000,1004.912172833397221,1373101.776628418359905,1.219559421412868,1.820494810262980,1824924.000000000000000,47188.000000000000000,446.637468389582011,4950,4941,3463,2026,2061,2280,4950,0.629726028869779,0.464818880538275,1121,0.226464646464646,462,93,0.040789473684211,295,0.059595959595960,4,42,276,0.055757575757576,1233,0.249090909090909,0.116923076923077,0.340170198079500,1.095059812592201,540.000000000000000,0.000000000000000,1824924.000000000000000,47188.000000000000000,0,0,0,0,4950,3857,127,764,189,0.071034627952782,0.000199901789500
36059301200,059,301200,23960000.000000000000000,0,0,0,0,0,0.832543443917852,0.003475513428120,0.085308056872038,0.085466034755134,0.052606635071090,0.041107745564691,0.019977298524404,0.751735402204982,7.737198907103830,68.363190000000003,13.026750823827962,119.127072784217404,0.000000000000000,1079.936892644795080,1927890.818692550063133,2.853380977364866,2.106984795109303,2303100.000000000000000,2178891.000000000000000,446.637468389582011,6330,6330,4405,2311,2449,3313,6330,0.473265422978198,0.703632345403126,1260,0.199052132701422,333,90,0.027165710836100,368,0.058135860979463,95,88,528,0.083412322274882,1432,0.226224328593997,0.155897435897436,0.354340793382064,1.349385271591904,1841.000000000000000,0.000000000000000,2303100.000000000000000,2178891.000000000000000,0,0,0,0,6330,5270,22,541,540,0.117588132345244,0.000478457760000
36059301300,059,301300,18080000.000000000000000,0,3,0,1,0,0.619334759774363,0.029371717564676,0.183038319393114,0.159502042404202,0.200080272927955,0.066055045871560,0.119822073950514,0.764772727272727,7.720269945355190,68.495400000000004,13.263473137104008,86.371713542682031,0.000000000000000,978.342362720609231,1589372.754434747621417,2.806936112680723,1.680801811959729,1701862.000000000000000,0.000000000000000,446.637468389582011,5141,4983,3597,1635,1760,2602,4983,1.225299891138359,1.139889985135342,2113,0.411009531219607,997,72,0.027671022290546,369,0.074051776038531,108,431,403,0.078389418401089,796,0.154833689943591,0.151794871794872,0.345017812354983,1.557407567998295,1346.000000000000000,0.000000000000000,1701862.000000000000000,0.000000000000000,0,0,0,0,5141,3184,151,820,941,0.089738217414568,0.000181687013500
36059301400,059,301400,27760000.000000000000000,0,0,1,0,1,0.840440165061898,0.000000000000000,0.141219624025676,0.065566254011921,0.044475011462632,0.033093525179856,0.021413276231263,0.956043956043956,7.625520765027320,68.410420000000002,13.474177008288340,97.960700218034660,0.000000000000000,925.091568529928281,1975339.736141562461853,3.210579512819072,2.304894566182253,2576356.000000000000000,764103.000000000000000,446.637468389582011,2181,2181,1401,695,728,1138,2181,0.519635626996179,0.578359633772868,524,0.240256762952774,97,39,0.034270650263620,49,0.022466758367721,23,30,190,0.087116001834021,310,0.142136634571298,0.156923076923077,0.328833180417316,2.972169318164864,696.000000000000000,0.000000000000000,2576356.000000000000000,764103.000000000000000,1,1,0,0,2181,1833,0,143,308,0.122241048493122,0.000356540491500
36059301500,059,301500,33120000.000000000000000,0,0,0,0,0,0.821091644204852,0.001010781671159,0.027291105121294,0.112870619946092,0.044504383007417,0.007423117709438,0.009183673469388,0.755687438180020,7.672898633879780,68.141779999999997,13.067824212881234,133.114717738615383,0.000000000000000,1203.381544295166350,2741991.161159924697131,0.000000000000000,2.962653160536955,3148252.000000000000000,589744.000000000000000,446.637468389582011,2968,2966,1960,943,1011,1390,2966,0.435739593283321,0.300379580105141,563,0.189690026954178,132,35,0.025179856115108,128,0.043155765340526,7,18,138,0.046495956873315,505,0.170148247978437,0.103589743589743,0.372405141783062,1.443320720499716,764.000000000000000,0.000000000000000,3148252.000000000000000,589744.000000000000000,0,0,0,0,2968,2437,3,335,81,0.102077843356465,0.000398932858500
36059301600,059,301600,44680000.000000000000000,0,0,1,0,1,0.773971171923961,0.023187800292459,0.101942761646125,0.126383956548987,0.067683308961771,0.070448877805486,0.030628354910009,0.546731826511912,7.616796448087430,68.252970000000005,13.098897680522104,100.118413722490601,0.000000000000000,792.380626235927821,2764343.826407887972891,0.765340079093215,3.450367449652179,4175019.000000000000000,0.000000000000000,446.637468389582011,4787,4787,3167,1604,1637,2515,4787,0.663731410522332,0.573796454026237,1384,0.289116356799666,324,80,0.031809145129225,268,0.055984959264675,113,97,134,0.027992479632338,646,0.134948819720075,0.111794871794872,0.345198971383016,2.124215858707032,895.000000000000000,0.000000000000000,4175019.000000000000000,0.000000000000000,0,0,0,0,4787,3705,111,605,488,0.141743692061874,0.000445555157500
36059301700,059,301700,14280000.000000000000000,0,0,0,0,0,0.735315186246418,0.036174785100287,0.079871060171920,0.185171919770774,0.065902578796562,0.032846715328467,0.015211267605634,0.933253873659118,7.601437158469950,68.068439999999995,13.227533784528864,105.893011572285502,0.000000000000000,984.013248173435841,3051116.372101383283734,0.566866895742724,3.261391327863768,1336745.000000000000000,0.000000000000000,446.637468389582011,2792,2792,1775,822,839,1388,2792,0.720039100505689,0.545952303328302,910,0.325931232091691,184,91,0.065561959654179,89,0.031876790830946,27,27,176,0.063037249283668,365,0.130730659025788,0.142564102564103,0.363889683104410,1.769381193173021,783.000000000000000,0.000000000000000,1336745.000000000000000,0.000000000000000,0,0,0,0,2792,2053,101,517,223,0.066194208221229,0.000142638754500
36059301800,059,301800,49920000.000000000000000,2,5,0,0,0,0.438117748173614,0.263429308122046,0.110012892135797,0.175118177911474,0.177576601671309,0.090163934426230,0.067843866171004,0.706437291897891,7.590627814207650,67.923150000000007,14.104609393810456,125.492079283096913,0.000000000000000,1210.798846342253682,3759687.991586257703602,2.626285576916012,4.557432683103989,4646610.000000000000000,88851.000000000000000,446.637468389582011,4654,4308,3228,1586,1802,2266,4315,1.466192718512025,0.950686802320920,2759,0.592823377739579,765,22,0.009708737864078,403,0.093395133256083,143,219,88,0.018908465835840,877,0.188440051568543,0.117948717948718,0.400091251750572,1.502081377569984,1273.000000000000000,0.000000000000000,4646610.000000000000000,88851.000000000000000,0,1,0,0,4654,2039,1226,815,512,0.147709533767474,0.000505213954500
36059301900,059,301900,16520000.000000000000000,0,0,0,0,0,0.647097195042400,0.000000000000000,0.075342465753425,0.249184605348989,0.047619047619048,0.025236593059937,0.002470355731225,0.847715736040609,7.584227213114750,68.063019999999995,13.937611345783356,115.271521956548384,0.000000000000000,972.817881846577393,3479247.341889063827693,0.940497269894200,3.395115807940866,1530705.000000000000000,0.000000000000000,446.637468389582011,3066,3066,2024,951,985,1480,3066,0.734192066463268,0.446047004186643,1117,0.364318330071755,146,2,0.001351351351351,238,0.077625570776256,24,5,182,0.059360730593607,539,0.175799086757991,0.106666666666667,0.352000078635014,1.643517079660441,835.000000000000000,0.000000000000000,1530705.000000000000000,0.000000000000000,0,0,0,0,3066,1984,0,764,231,0.083931111395643,0.000163318763500
36059302000,059,302000,56920000.000000000000000,0,6,0,0,1,0.748938633732150,0.009455808568120,0.064646854496333,0.178888460054033,0.156760024178924,0.038408144377603,0.017142857142857,0.661345987920621,7.569615573770490,68.292450000000002,11.908571184598484,94.987455659769267,0.000000000000000,0.000000000000000,3335267.243743946775794,0.223966915575471,3.425196609548921,5459883.000000000000000,783562.000000000000000,446.637468389582011,5182,4963,4025,2161,2318,2524,4966,0.912988943816489,0.791459981817338,1522,0.293708992666924,778,46,0.018225039619651,474,0.095449053564237,83,69,152,0.029332304129680,1542,0.297568506368198,0.130256410256410,0.283163834719093,2.114242969517184,1533.000000000000000,0.000000000000000,5459883.000000000000000,783562.000000000000000,1,0,0,0,5182,3881,49,927,335,0.148993223786942,0.000666293073500
36059302101,059,302101,40440000.000000000000000,0,1,0,0,0,0.783892617449664,0.000000000000000,0.022595078299776,0.191498881431767,0.062192393736018,0.042210283960092,0.017065966524450,0.516224188790560,7.530936885245900,68.280060000000006,8.717659638821743,102.399629042545726,0.000000000000000,0.000000000000000,2810764.851862922310829,0.827743472128890,3.060500770515306,3740384.000000000000000,0.000000000000000,446.637468389582011,4470,4470,3047,1303,1356,2642,4470,0.539851496085652,0.402708842912027,999,0.223489932885906,278,154,0.058289174867525,205,0.045861297539150,55,52,180,0.040268456375839,760,0.170022371364653,0.101538461538462,0.280467330724210,1.662051191457147,700.000000000000000,0.000000000000000,3740384.000000000000000,0.000000000000000,0,0,0,0,4470,3504,0,856,101,0.101133058622473,0.000399146126000
